code_id,parent_code_id,code_name,code_level,code_type,definition,inclusion_criteria,exclusion_criteria,example_quote,text_unit_id,source_file,related_research_question,stage,created_by,review_status,prompt_id,notebook,cell_reference,audit_notes,version,theoretical_parent_id,synthetic_kind,fit,boundary,interpretive_rationale,secondary_affinity,ambiguity_note
D0473,F076,ocenianie pracy przez wygląd,descriptive,process_descriptive,,,,"że pracę dostałam za wygląd, na przykład. Że ktoś mi mówił na przykład „Zobacz jakie miałaś ładne zdjęcie w CV” i to mi też przeszkadzało, bo bardzo chciałam, żeby ktoś doceniał moją wiedze a nie to, że jestem ładna.",PREWORK_16_U0117,PREWORK_16_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0627,F076,odczuwanie większej liczby obowiązków,descriptive,process_descriptive,,,,"Naczy wiadomo, teraz zostałem tym kierownikiem, więc widuję ich znacznie częściej i może nie jestem do końca zadowolony, bo (niezrozumiałe – przyp. JB), a na pewno więcej obowiązków, z których nie jestem zachwycony, bo wolałem ich mieć jednak mniej.",PREWORK_29_U0146,PREWORK_29_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0156,F077,doświadczanie paniki przy krytyce,descriptive,process_descriptive,,,,"Ja nie lubię, stresuje mnie na przykład praca na kasie i w niektórych pracach to był problem, że właśnie w tym sklepie fotograficznym było tak, że ja wiedziałam bałam się, że się pomylę i jeszcze patrzył na mnie ktoś, kto był pedantem i jeszcze krzyczał na mnie „Nie, źle to robisz!"" a ja już, jak ktoś krytycznie do mnie podchodzi to ja panikuję i zaczynam się mylić.",PREWORK_16_U0120,PREWORK_16_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0592,F077,odczuwanie napięcia przed pracą,descriptive,process_descriptive,,,,"A nienawidziłam rozmawiać po pracy, jak byłam już w domu mówić o pracy. A ja wiedziałam, że jak następnego dnia o piątej trzydzieści tam wejdę, to mnie nerwica brała.",PREWORK_01_U0121,PREWORK_01_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0622,F077,odczuwanie uciążliwości pracy hostessy,descriptive,process_descriptive,,,,"No to właśnie było dla mnie trudne o tyle, że uważałam się za człowieka wszechstronnego, więc stwierdziłam, że mam gadane to sobie z ludźmi tam porozmawiam, ale się męczyłam, męczyłam się jako hostessa, przychodziłam do domu i płakałam, bo cały dzień musiałam się sztucznie uśmiechać, musiałam być dla wszystkich miła, nawet jak ktoś mnie może nie wyzywał, ale był nieprzyjemny, zadawał jakieś idiotyczne pytania związane z produktem, który na przykład akurat promowałam. No są ludzie, po których to spływa i potrafią z tej sytuacji wybrnąć, natomiast mnie to stresuje, dla mnie to są sytuacje takie naprawdę stresogenne i czułam się z tym naprawdę źle, że muszę w ogóle ludziom jakiś kit wciskać, tego też nienawidzę.",PREWORK_03_U0112,PREWORK_03_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0624,F077,odczuwanie uciążliwości pracy z klientem,descriptive,process_descriptive,,,,"M: Znaczy, ja pamiętam doskonale, że jak wychodziłem z pracy to mi się nie chciało gadać przez telefon.",PREWORK_07_U0051,PREWORK_07_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0799,F077,organizowanie grupy dzieci,descriptive,process_descriptive,,,,"I z dzieciakami nie miałam naprawdę do czynienia za bardzo, a tu nagle gromadkę trzeba sobie ogarnąć, pogodzić te spory, maluchy plus te, no sześć lat różnicy między tymi dziećmi. Jakoś dawałam radę, ale dużo energii mnie to kosztowało, ogromną energię, ogromną.",PREWORK_04_U0107,PREWORK_04_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1267,F077,przeżywanie bezradności wobec klientów,descriptive,process_descriptive,,,,"Dla mnie przerażenie, że klienci do mnie podchodzili, że coś ode mnie chcieli, a ja nie wiedziałam w ogóle co i jak i gdzie.",PREWORK_04_U0047,PREWORK_04_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0128,F078,doświadczanie nadmiernych wymagań,descriptive,process_descriptive,,,,"A: Wymagają od ciebie niewiadomo, czego, jakby byli tutaj (.)",PREWORK_14_U0166,PREWORK_14_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0531,F080,oczekiwanie na odpowiedź organizacji,descriptive,process_descriptive,,,,"Znaczy ja myślę, że oni kogoś przyjęli i ten ktoś zrezygnował, czyli jakby od nich odpowiedź po prostu trwała, trwała dosyć długo. I między, jakby w tym czasie oczekiwania, ja wysłałam ogłoszenie do Fundacji Y. Bo Tak pomyślałam: no dobra, ale na staż to mnie chyba przyjmą ((lekki śmiech)), chociaż też się nie odzywali dosyć długo. I dlatego o tym wspominam (.), bo wspominam o wszystkim ((lekki śmiech)), ale poza tym też dlatego, że w dniu, w którym ostatecznie zrezygnowałam z Centrum A zadzwonił do mnie Marek [imię zmienione] z Fundacji Y, to był ten sam dzień ((śmiech)).",PREWORK_32_U0142,PREWORK_32_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0575,F080,odczuwanie blokady przed dokumentami pobytowymi,descriptive,process_descriptive,,,,"To chyba to, że jestem tutaj na wizie. Nie jestem gotowa psychologicznie, żeby walczyć w kolejkach, żeby podać dokumenty na kartę pobytu (śmiech), ale to już jest mój taki problem, bo tak naprawdę wszyscy, kiedy wszyscy tam idą, to jest jakiś block end, nie wiem, jakaś blokada psychologiczna.",PREWORK_19_U0134,PREWORK_19_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0144,F081,doświadczanie niespełniającej pracy,descriptive,process_descriptive,,,,"znaczy ja to rozumiem o tyle, że sama byłam w pracach, które mnie nie spełniały w żadnej sposób a musiałam do nich iść i zarabiałam dużo mniej niż powinnam.",PREWORK_16_U0250,PREWORK_16_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0162,F081,doświadczanie pracy niezwiązanej z zawodem,descriptive,process_descriptive,,,,"Tylko ta praca nie miała nic wspólnego z tym, z czym miała mieć. Bo to było głownie rozkładanie towaru na półkach.",PREWORK_16_U0035,PREWORK_16_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1144,F081,pracowanie jako kucharz bez doświadczenia,descriptive,process_descriptive,,,,"Później zacząłem pracować, ale okazało się będę jednak pracować na kuchni. Byłem jako kucharz, jako samodzielny kucharz, mimo że jakoś takiego doświadczenia nie miałem w gotowaniu.",PREWORK_28_U0014,PREWORK_28_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Zwarta decyzja przypisania do kategorii.,v0.3,,,,,,,
D1178,F081,pracowanie w różnych zawodach,descriptive,process_descriptive,,,,"Yy pracowałem w różnych, yy różnych charakterach, gdzie gdzie chociażby byłem ochroniarzem w sklepie, pracowałem jako cieć dozorca, pracowałem/ co prawda, dla mnie praca ciecia była bardzo rozwojowa, bo miałem czas, żeby czytać książki, słuchać muzyki, tam nic się nie działo, tak.",PREWORK_31_U0017,PREWORK_31_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1381,F081,rozpoczynanie od praktyki,descriptive,process_descriptive,,,,na początku to była praktyka.,PREWORK_12_U0059,PREWORK_12_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1823,F081,wykonywanie wielu prac,descriptive,process_descriptive,,,,"A jeszcze, bo właśnie miałem dużo tych prac.",PREWORK_07_U0088,PREWORK_07_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1961,F081,zdobywanie doświadczenia bez papieru,descriptive,process_descriptive,,,,"Mmm (2) na początku miałem być, pracować przy kawie, miałem być baristą, przeszedłem szkolenie baristyczne. Aczkolwiek nie mam żadnego papieru na to. Po prostu szkolili mnie bariści z L i zdobyłem doświadczenie, ale niekoniecznie mam jakiś papier na to, więc jakby nie każdy na to patrzy, tak.",PREWORK_28_U0014,PREWORK_28_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0149,F082,doświadczanie nużącego powrotu na studia,descriptive,process_descriptive,,,,"A kiedy wracałam i powtarzałem pewne przedmioty znowu, które mnie za bardzo już wtedy nie interesowały, a trzeba to było powtórzyć, to było takie nurzące, plus to, że kolejna zmiana otoczenia. Bo to były nowe osoby, bo stare zostały rok wyżej, bo to był niższy rocznik, więc osoby, które przede wszystkim, może to trochę dziwne, ale rok po roku, te roczniki były zawsze inne.",PREWORK_30_U0025,PREWORK_30_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0181,F082,doświadczanie trudności w sprzedaży,descriptive,process_descriptive,,,,"Ogólnie to wyglądało tak, że było mi ciężko przyswoić to wszystko, pracę tam, bo ja nigdy nie pracowałam w takiej pracy zwianej ze sprzedawaniem, z kasą z klientami, tak, bo właśnie pracowałam to gdzieś sobie siedziałam, w warsztacie, w cateringu, to siedziałam i coś sobie kroiłam coś, tutaj też siedziałam, nie miałam po prostu takiego kontaktu z ludźmi, więc było mi trochę ciężko a pewne osoby po prostu tego nie rozumiały, więc po prostu była, jest tam taka dziewczyna, z którą trudno się dogaduje, ale to też, dlatego, że ona lubi dominować, rządzić, a ja z takimi charakterami niesyte się nie dogaduje, więc miałam z nią spięcia.",PREWORK_15_U0096,PREWORK_15_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0225,F082,gubienie się podczas studiów,descriptive,process_descriptive,,,,"Więc byłem świadomy, że oni faktycznie, jak miałem jakieś gorsze trudności, już na drugim roku, pamiętam, na trzecim roku studiowania, czy na drugim roku powtarzania, czy już jak potem studiowałem, czy ten czwarty rok jak już studiowałem, w tych latach można ciągle się nieźle pogubić w zasadzie.",PREWORK_30_U0058,PREWORK_30_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0601,F082,odczuwanie obciążenia nauką angielskiego,descriptive,process_descriptive,,,,"I to mi przeszkadza, że muszę uczyć ten angielski, który gdzieś tam lubię, ale to też jest ciężko się skupić. Znaczy, gdybym chciała wrócić do domu i sobie poczytać na ten temat, czy, nawet jeśli się przygotować. Ale nawet jeśli mam ten angielski i jeszcze jestem zmęczona, więc to gdzieś zabiera część tej siły.",PREWORK_18_U0204,PREWORK_18_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0603,F082,odczuwanie paniki po studiach,descriptive,process_descriptive,,,,"znaczy mówię, to tak trochę z przekąsem, ale..ale to już była, nie ukrywam, duża, duża presja ze strony moich rodziców, że, że się trochę z tym ociągam, że, że..jakby czę/często pojawiał się tam argument, że kolejne pokolenie wchodzi, powiedzmy, na rynek pracy, a..i że jakby coraz, coraz trudniej będzie, powiedzmy, wskoczyć, nie (7) ii (4) i sko/skończyły się te studia (4) ee i trochę..miałem taki, nawet pamiętam, miałem taki krótki okres, można to nazwać lekkiej paniki, bo, bo po studiach, co dalej ee, bo też jakby w tym, w tym zawodzie jest jakby taka świadomość, że między praktyką studencką a praktyką zawodową jest bardzo duża przepaść i tak naprawdę wszystko to co..co jest na studiach to jest dopiero jakiś tam w ogóle przedsionek do tego, do tego, żeby, żeby wykonywać ten zawód, bo..zdobycie uprawnień, jakby dużego doświadczenia i poza tym o architektach tak się mówi, że uczą się całe życie i tak naprawdę nigdy (4) nikt, nikt nie powie, że jest po prostu fachowcem w swojej dziedzinie, bo wiadomo, że one są (po prostu obszerne) ee i tak się złożyło, że dosyć ten, ten okres po studiach takiej bezczynności nie trwał zbyt długo, ponieważ trafiłem do takiej małej firmy zajmującej się wykonywaniem modeli (8) ii tra/trafiłem tam, można powiedzieć, z rekomendacji koleżanki, która broniła się w tym samym czasie co ja i na swój projekt dyplomowy zamówiła, zamówiła u nich model, a firmę prowadziło wówczas dwóch ee dwóch chłopaków, zresztą też z mojego wydziału.",PREWORK_11_U0044,PREWORK_11_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1269,F082,przeżywanie odrzucenia przez studia,descriptive,process_descriptive,,,,"No i nagle ten szok, że o! studia mnie nie chcą. Co zrobiłam nie tak?",PREWORK_04_U0012,PREWORK_04_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1543,F082,uczenie się śpiewania po studiach,descriptive,process_descriptive,,,,"Yyy, studia niewiele mnie nauczyły tego, yy, tego zawodu, dopiero po studiach tak naprawdę zaczęłam się uczyć tak prawdziwie śpiewać.",PREWORK_21_U0009,PREWORK_21_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0043,F083,czekanie na rozpoczęcie pracy w czechach,descriptive,process_descriptive,,,,"Też słyszałem, że są przyjęcia, no ale tam tą pracę to załatwiałem trochę długo, bo tak nas zwodzili prawie dwa miesiące. Co tydzień kazali przyjeżdżać, i przyjedziesz za tydzień, za tydzień, za tydzień, no aż w końcu się udało.",PREWORK_06_U0118,PREWORK_06_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1084,F083,poszukiwanie pracy przez dwa lata,descriptive,process_descriptive,,,,"On tutaj dwa lata szukał pracy. Przeszedł całe miasto, gdzie, gdzie gdzie gdzie cokolwiek, ktokolwiek widział, ktokolwiek wie. Iiii noo ii nie dostał pracy, mimo żeee nie gardzi, po prostu bierze wszystko.",PREWORK_31_U0030,PREWORK_31_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1212,F083,przechodzenie przez bezrobocie i szukanie pracy,descriptive,process_descriptive,,,,"Pracowałem tam bardzo krótko. Nie mieli tam dla mnie etatu, ale wiedziałem, czego szukam. Potem chyba przez rok siedziałem na bezrobociu.",PREWORK_29_U0007,PREWORK_29_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1492,F083,szukanie pracy po powrocie,descriptive,process_descriptive,,,,"Wróciłem, tam też trzeba było ogarnąć coś, jakąś pracę, 1,5 miesiąca szukałem pracy. Się zarejestrowałem tam w urzędzie, nie w urzędzie. W końcu udało mi się znaleźć pracę, że jak byłem na rozmowie, to powiedział facet, że mnie zatrudni, chyba, że nie będzie miał nikogo.",PREWORK_25_U0009,PREWORK_25_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1549,F083,uczestniczenie w rekrutacjach,descriptive,process_descriptive,,,,"Byłem na kilku rozmowach kwalifikacyjnych. M.in. na jednej w D. I w D. mi powiedział, że da mi jakiś projekt do zrobienia. Coś tam zrobiłem, yyy, więc powiedział, że mnie może zatrudnić.",PREWORK_25_U0134,PREWORK_25_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D1695,F083,wahanie przed przyjęciem umowy,descriptive,process_descriptive,,,,"W: Tak, oni zapytali czy bym nie chciała, ja na początku właśnie się wahałam i mówiłam, że nie wiem i w ogóle, a ten kierownik też mnie podpytywał, że dlaczego, coś się dzieje, ale…",PREWORK_15_U0136,PREWORK_15_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Zwarta decyzja przypisania do kategorii.,v0.3,,,,,,,
D0014,F084,brakowanie czasu na zawód,descriptive,process_descriptive,,,,"To było męczące o tyle, że było niezwiązane z zawodem, czyli nie miałam czasu na zawód.",PREWORK_16_U0141,PREWORK_16_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0068,F084,dochodzenie do zmęczenia przez pracę po zajęciach,descriptive,process_descriptive,,,,"Potem stwierdziłam, że jestem strasznie zmęczona, bo jakby po zajęciach szłam do pracy, żeby wyrobić mniej więcej godziny. Przychodziłam do domu, szłam spać, wstawałam o tej szóstej, szłam na zajęcia, potem znowu szłam do pracy. Jak miałam dzień wolniejszy, to musiałam nadrobić wszystkie inne rzeczy, które mi się nazbierały na około.",PREWORK_17_U0043,PREWORK_17_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0071,F084,dojeżdżanie do pracy na dwanaście godzin,descriptive,process_descriptive,,,,I to były właśnie te rozmowy w stylu wyjazd pod D. na 12 godzin.,PREWORK_20_U0135,PREWORK_20_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0074,F084,dokładanie obowiązków,descriptive,process_descriptive,,,,"No i to była ostatnia niedziela, kiedy było otwarte FF. Bo stwierdzili, że jednak się nie opłaca, że to, co oni zarobią, to to samo będą musieli wydać na prąd, na coś tam, na coś tam. Tylko tyle, że cały czas dokładają obowiązków.",PREWORK_01_U0082,PREWORK_01_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0109,F084,doświadczanie ciężkiej pracy zmianowej,descriptive,process_descriptive,,,,"godziny pracy, tak to ważne. Chodziliśmy na 6-tą do pracy, szósta-druga i potem co dwa tygodnie pracowaliśmy druga-dziesiąta. No i powiem, że to było ciężkie.",PREWORK_27_U0025,PREWORK_27_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0112,F084,doświadczanie długich zmian nocnych,descriptive,process_descriptive,,,,"Pracuje co prawda po dwanaście godzin, więc piętnaście dni w trakcie miesiąca przez to. Więc mam też sporo wolnego czasu. No po dwanaście godzin, i nocki są straszne, jestem przestawiona strasznie też przez to.",PREWORK_14_U0189,PREWORK_14_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Przypisanie zwrocone w zwartej karcie prototypu.,v0.3,,,,,,,
D0155,F084,doświadczanie ograniczonych urlopów,descriptive,process_descriptive,,,,"I tak, że z urlopem musiałem strasznie, urlop, pilnować się, żeby mi starczyło na dwa tygodnie gdzieś tam podróży poślubnej, coś takiego.",PREWORK_29_U0099,PREWORK_29_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna,candidate,VC03_PREWORK_RETRIEVAL_ASSIGNMENT_V3,03_kategorie_hierarchia_example.ipynb,descriptive_to_embedding_focused_mapping,assigned: Zwarta decyzja przypisania do kategorii.,v0.3,,,,,,,
